종목코드,종목명,언론사URL,작성일자,제목,기사부분,네이버링크,카테고리
170900,동아에스티,www.docdocdoc.co.kr,2024-03-12 12:04:00,동아에스티의 신약개발 성과가 기대되는 이유,"동아에스티의 신약 개발 행보는 비단 과거형이 아니다. 현재 진행 중인 신약 파이프라인이 20여개가 넘을 정도로 신약 개발에 박차를 가하고 있다. 비알코올성지방간염(NASH) 치료제 'DA-1241', 비만치료제 'DA-1726... ",http://www.docdocdoc.co.kr/news/articleView.html?idxno=3015289,신약개발
053800,안랩,www.ddaily.co.kr,2024-03-12 11:35:00,"[IT클로즈업] 안랩, 4년간 3개사 인수…V3신화 탈피, 新성장동력 확보","안랩이 새로운 성장동력 확보를 위해 적극적인 인수 전략을 꾀하고 있다. 안랩은 최근 4년간 시장에서 주목하는 인공지능(AI), 운영기술(OT), 클라우드 보안을 강화하기 위해 관련 기업 3곳을 인수했다. 안철수연구소... ",https://n.news.naver.com/mnews/article/138/0002168686?sid=105,인수합병
403550,쏘카,www.yna.co.kr,2024-03-13 08:47:00,"쏘카, B2B 카셰어링 솔루션 '쏘카FMS' 출시","쏘카는 법인 명의 차량을 쏘카처럼 비대면으로 이용, 관리할 수 있는 B2B 카셰어링 솔루션 '쏘카FMS(차량 관제·관리 시스템)'를 선보인다고 13일 밝혔다. 쏘카FMS는 법인 소유 및 장기렌트로 운영 중인 차량을 쏘카와... ",https://n.news.naver.com/mnews/article/001/0014559318?sid=101,신제품출시
001680,대상,www.news1.kr,2024-03-13 08:38:00,"대상 청정원, 단짠 특제소스 코팅한 '순살바삭 허니간장치킨' 출시",대상(001680) 청정원은 특제소스로 맛을 낸 '순살바삭 허니간장치킨'을 출시한다고 13일 밝혔다. 청정원 순살바삭 허니간장치킨은 16시간 이상 저온 숙성한 국내산 닭가슴살에 다수의 공기층을 생성한 튀김옷을 입혀 두 번... ,https://n.news.naver.com/mnews/article/421/0007407302?sid=101,신제품출시
001680,대상,www.yna.co.kr,2024-03-13 10:54:00,NLCS 제주 인수 우선협상 대상자에 영국계 '코그니타' 선정,협상 대상자가 됐다. 13일 제주국제자유도시개발센터(JDC)에 따르면 JDC의 자회사인 학교 운영법인 제인스는 NLCS 제주 인수 우선협상대상자로 영국계 학교 운영 그룹인 코그니타를 선정하고 지난 6일 협약을 맺었다.... ,https://n.news.naver.com/mnews/article/001/0014559756?sid=102,인수합병
253590,네오셈,www.thebigdata.co.kr,2024-03-13 04:34:00,"네오셈, 주가 급등…삼성 'CXL 프로젝트' 파트너십 모색",네오셈 주가가 시간외 매매에서 급등했다. 13일 한국거래소에 따르면 전일 시간외 매매에서 네오셈 주가는 종가보다 5% 오른 1만6590원에 거래를 마쳤다. 네오셈의 시간외 거래량은 113만7390주이다. 이는 삼성전자가... ,http://www.thebigdata.co.kr/view.php?ud=202403130431374397cd1e7f0bdf_23,파트너쉽
019170,신풍제약,www.dailypharm.com,2024-03-12 05:54:00,급여 앞둔 입덧치료제 생동재평가...지엘파마 시험 승인,"동등성 재평가 대조약은 2015년 수입 허가를 받은 디클렉틴으로, 지난해 12월 재평가 대상으로 공고된 품목은 신풍제약의 '디너지아장용정', 경동제약의 '디크라민장용정', 휴온스의 '아미렉틴장용정', 보령바이오파마의... ",https://www.dailypharm.com/Users/News/NewsView.html?ID=309646&REFERER=NP,신약개발
079370,제우스,www.yna.co.kr,2024-03-13 10:27:00,"하나투어 제우스월드, 파리 올림픽 겨냥 여행상품 출시","하나투어의 고급 맞춤 여행 브랜드 제우스월드는 프랑스 파리 올림픽의 열기를 경험할 수 있는 여행... 하나투어 제우스월드 관계자는 ""파리 여행 상품은 1인 최대 100만원의 할인을 적용하는 얼리버드 특전도 진행 중... ",https://n.news.naver.com/mnews/article/001/0014559610?sid=103,신제품출시
049770,동원F&B,view.asiae.co.kr,2024-03-12 08:23:00,"동원F&B, 출시 한 달 '덴마크 하이 요구르트' 300만병 돌파","동원F&B는 지난 달 선보인 프리미엄 액상 발효유 ‘덴마크 하이(Hej!) 요구르트’가 출시 한 달 만에 누적 판매량 300만병을 돌파했다고 12일 밝혔다. 동원F&B 측은 덴마크산 유산균과 호흡기 특허 원료, 당류 저감 등 세... ",https://n.news.naver.com/mnews/article/277/0005390790?sid=103,신제품출시
194480,데브시스터즈,www.edaily.co.kr,2024-03-12 13:52:00,"""출시 D-4"" 데브시스터즈, '쿠키런: 마녀의 성' 세부 정보 공개","데브시스터즈(194480)는 모바일 퍼즐 어드벤처 신작 ‘쿠키런: 마녀의 성’ 글로벌 출시를 앞두고 공식... 또 데브시스터즈는 애니메이션에 퍼즐 게임 최초로 성우 보이스를 도입하고, 성 곳곳을 자유롭게 꾸미는 데코... ",https://n.news.naver.com/mnews/article/018/0005690360?sid=105,신제품출시
358570,지아이이노베이션,www.news1.kr,2024-03-12 06:05:00,"지아이이노베이션 면역항암물질, 치료목적 사용승인 획득",지아이이노베이션(358570)의 면역항암물질인 'GI-101'이 식품의약품안전처로부터 첫번째 치료목적 사용승인을 받았다. 앞서 임상시험에서 일부 말기 암 환자에서 종양 사멸 효과를 나타낸 만큼 의료 현장에서도 수요가... ,https://n.news.naver.com/mnews/article/421/0007404500?sid=103,규제승인
383800,LX홀딩스,www.pinpointnews.co.kr,2024-03-13 07:46:00,동화기업 주가 다시 꿈틀...바닥재와 벽재 신제품 론칭 행사 호평,전 거래일 건축자재 관련주인 유니온 한일현대시멘트 아세아시멘트 일신석재 노루페인트우 쌍용C&E 이건홀딩스 서산 라이온컴텍 성신양회 삼화페인트 이건산업 유진기업 벽산 LX하우시스 한일시멘트 한일홀딩스 KCC... ,https://www.pinpointnews.co.kr/news/articleView.html?idxno=251624,신제품출시
005180,빙그레,www.mkhealth.co.kr,2024-03-12 15:14:00,'건강' 따져 음료 마신다…관련 제품 출시도 봇물,"(위부터) 동원 F&B '덴마크 하이(Hej!)', 연세유업 '과채 DAY', 빙그레 '면역워터 제로' [사진=각 사] 동원F&B는... 빙그레 또한 다양한 기능성 음료로 관련 제품 라인업을 확장하고 있다. 지난 8일 정상적인 면역 기능에... ",http://www.mkhealth.co.kr/news/articleView.html?idxno=67554,신제품출시
108860,셀바스AI,www.docdocdoc.co.kr,2024-03-12 13:06:00,"셀바스, '의료기기+디지털' 융합 신제품 공개",셀바스AI와 셀바스헬스케어가 오는 14일부터 17일까지 서울 삼성동 코엑스에서 진행되는 국제의료기기‧병원설비전시회 'KIMES 2024'에서 의료기기와 디지털 헬스케어 기술을 융합한 신제품을 선보인다고 밝혔다.... ,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3015291,신제품출시
950210,프레스티지바이오파마,www.pinpointnews.co.kr,2024-03-12 00:22:00,에스텍파마 주가 불기둥...폴라리스오피스그룹에 인수 호재로,한올바이오파마 프레스티지바이오파마 선바이오 이수앱지스 삼성바이오로직스 팬젠 에이프로젠바이오로직스 대웅제약 알테오젠 프레스티지바이오로직스 LG화학  프레스티지바이오파마 한미약품 선바이오 에이프로젠... ,https://www.pinpointnews.co.kr/news/articleView.html?idxno=251238,인수합병
095660,네오위즈,www.yna.co.kr,2024-03-13 09:53:00,"네오위즈, 액션 게임 '스컬' 모바일 버전 사전 예약…6월 출시",네오위즈는 2D 액션 게임 '스컬'(Skul)의 모바일 버전 사전 예약을 시작했다고 13일 밝혔다. 사우스포게임즈가 개발해 2021년 PC·콘솔 플랫폼에 정식 출시한 '스컬'은 캐릭터의 머리를 교체하며 싸우는 독특한 시스템과... ,https://n.news.naver.com/mnews/article/001/0014559505?sid=105,신제품출시
372320,큐로셀,www.thebigdata.co.kr,2024-03-13 04:30:00,"큐로셀, 주가 급등…'안발셀' 하반기 국내 신약허가 신청 예정",큐로셀 주가가 시간외 매매에서 급등했다. 13일 한국거래소에 따르면 전일 시간외 매매에서 큐로셀 주가는 종가보다 5.01% 오른 3만6700원에 거래를 마쳤다. 큐로셀의 시간외 거래량은 4만6902주이다. 이는 큐로셀이 CD19... ,http://www.thebigdata.co.kr/view.php?ud=202403130427479924cd1e7f0bdf_23,신약개발
299900,위지윅스튜디오,www.thebigdata.co.kr,2024-03-13 04:04:00,"위지윅스튜디오, 주가 급등…이정재-와이더, 래몽래인 인수",위지윅스튜디오 주가가 시간외 매매에서 급등했다. 13일 한국거래소에 따르면 전일 시간외 매매에서 위지윅스튜디오 주가는 종가보다 9.86% 오른 3065원에 거래를 마쳤다. 위지윅스튜디오의 시간외 거래량은... ,http://www.thebigdata.co.kr/view.php?ud=202403130403131757cd1e7f0bdf_23,인수합병
284740,쿠쿠홈시스,www.etoday.co.kr,2024-03-12 10:28:00,"""음성으로 직접 고객 응대""...쿠쿠, ‘AI 콜봇’ 출시",이투데이=김동효 기자 | 쿠쿠는 LG유플러스와 협업해 인공지능(AI)이 직접 음성으로 고객을 응대하는 ‘AI 요청 못 상담 서비스’를 쿠쿠전자와 쿠쿠홈시스 콜센터에 도입했다고 12일 밝혔다. AI 콜봇 서비스는 지난해... ,https://www.etoday.co.kr/news/view/2339290,신제품출시
053030,바이넥스,www.pinpointnews.co.kr,2024-03-12 00:22:00,에스텍파마 주가 불기둥...폴라리스오피스그룹에 인수 호재로,녹십자 바이넥스  셀트리온 삼천당제약 팬젠 에이프로젠바이오로직스 셀트리온 대웅제약 바이넥스 보령 종근당 한올바이오파마 프레스티지바이오파마 선바이오 이수앱지스 삼성바이오로직스 팬젠... ,https://www.pinpointnews.co.kr/news/articleView.html?idxno=251238,인수합병
249420,일동제약,www.getnews.co.kr,2024-03-12 15:12:00,"[제약소식]유한양행, 윌로겔 더블액션 12포 포장단위 출시 外 휴메딕스·일동...","◆일동제약, '마이니 부스터 비타민' 신규 캠페인 전개 일동제약 마이니 부스터 비타민 TV-CM 화면 캡쳐/사진=일동제약 일동제약(대표 윤웅섭)이 '마이니 부스터 비타민' TV-CM 온에어와 함께 신규 광고 캠페인 '나를 위한... ",https://www.getnews.co.kr/news/articleView.html?idxno=664858,신제품출시
003920,남양유업,www.discoverynews.kr,2024-03-13 09:54:00,"남양유업, 창립 60주년…굴지의 메가 브랜드 다수 출시",남양유업이 창립 60주년을 맞이했다. 1964년 낙농 불모지였던 우리나라는 6·25 전쟁 이후 분유가 없어 고통 받는 아기들이 많았다. 체질에 맞지 않아 탈이 잦았던 일본산 탈지우유와 미국산 조제분유에 의지했지만... ,https://www.discoverynews.kr/news/articleView.html?idxno=1040852,신제품출시
010690,화신,www.e2news.com,2024-03-12 09:02:00,"﻿화신바베큐치킨, 신메뉴 '트리플딜라이트박스' 및 치킨 5종 출시","프랜차이즈 화신바베큐치킨은 오는 13일 바베큐치킨, 후라이드치킨, 사이드 메뉴 세 가지를 한곳에 담은 '트리플 딜라이트 박스' 및 후라이드 치킨 5종을 출시한다고 12일 밝혔다. '맛있게 매운 맛, 화신만의 직화매력... ",http://www.e2news.com/news/articleView.html?idxno=306640,신제품출시
099430,바이오플러스,www.businessplus.kr,2024-03-13 09:20:00,"한올바이오파마, 자가면역질환 치료 항체 'HL161ANS' 美특허 승인","사진=한올바이오파마 한올바이오파마는 미국 파트너사 이뮤노반트가 미국 특허상표청(USPTO)으로부터... 바탕으로 다양한 임상적응증 투자를 확대해 나갈 예정""이라고 말했다. / 경제를 읽는 맑은 창 - 비즈니스플러스",https://www.businessplus.kr/news/articleView.html?idxno=56408,규제승인
099430,바이오플러스,www.businessplus.kr,2024-03-12 16:40:00,"현대바이오, CRO 업체 인수…""범용 항바이러스제 시장 선점""","사진=현대바이오 현대바이오는 코스닥 임상시험수탁업체인 '에이디엠코리아'의 지분 23%, 경영권을 약... 세계 범용 항바이러스제 시장 선점을 위해 CRO를 인수했다""고 말했다. / 경제를 읽는 맑은 창 - 비즈니스플러스",https://www.businessplus.kr/news/articleView.html?idxno=56379,인수합병
199800,툴젠,www.k-health.com,2024-03-13 13:36:00,"한독-제넥신-툴젠, 차세대 혁신 신약 공동연구개발 계약 체결","한독과 제넥신, 툴젠 등 3사가 차세대 혁신 신약 공동연구개발을 위한 계약을 맺었다. 한독은 13일 제넥신과 툴젠 등 3사가 차세대 혁신 신약 공동연구개발을 위한 계약을 체결했다고 밝혔다. 3사는 이번 협약을 통해 차세대... ",http://www.k-health.com/news/articleView.html?idxno=70692,신약개발
017810,풀무원,www.dt.co.kr,2024-03-13 11:25:00,"풀무원, 타피오카로 만든 식물성 만두 `지구식단 이슬만두` 출시",풀무원은 지속가능식품 전문 브랜드 '풀무원지구식단'이 밀가루 대신 타피오카를 사용한 식물성 만두 '식물성 지구식단 이슬만두'를 출시했다고 13일 밝혔다. 식물성 지구식단 이슬만두는 타피오카 전분을 사용한 식물성... ,https://n.news.naver.com/mnews/article/029/0002860710?sid=101,신제품출시
041830,인바디,www.rapportian.com,2024-03-12 11:20:00,"인바디, KIMES서 체성분 빅데이터 솔루션 등 신제품 공개",인바디(각자대표 차기철·이라미)는 이달 14일부터 17일까지 서울 코엑스에서 열리는 '제39회... InBody(인바디) ▲악력계 등 신제품을 대거 공개한다. 인바디 부스는 ▲디지털 헬스케어 ▲셀프케어 ▲신제품... ,https://www.rapportian.com/news/articleView.html?idxno=204474,신제품출시
041830,인바디,www.newsworks.co.kr,2024-03-12 13:18:00,[#헬스콕] 파스퇴르연-KIOST '업무협약'·현대바이오 '이에디엠 인수'·인바디...,인바디가 오는 14일부터 17일까지 서울 코엑스에서 열리는 '키메스 2024'에 참가하고 미소정보기술이 창립... ◆인바디 '키메스' 인바디가 오는 14일부터 17일까지 서울 코엑스에서 열리는 '키메스 2024'에 참가한다.... ,http://www.newsworks.co.kr/news/articleView.html?idxno=746274,파트너쉽
084690,대상홀딩스,www.yna.co.kr,2024-03-13 10:57:00,배우 이정재 인수에 상한가…총선에 또 들썩이는 '정치 테마주',만찬 사진이 공개된 직후 이정재가 임세령 대상홀딩스 부회장과 오랜 연인 사이라는 점이 부각되고 대상홀딩스가 '한동훈 테마주'로 묶이면서 주가가 급등했다. 한국거래소는 지난해 12월 두 차례에 걸쳐 대상홀딩스우의... ,https://n.news.naver.com/mnews/article/001/0014559767?sid=101,인수합병
092040,아미코젠,www.the-stock.kr,2024-03-13 08:20:00,"[기업뉴스 브리핑] 인바디, KIMES 2024 참가… 신제품 국내 첫 공개 外","* 아미코젠 관계사 로피바이오, 아일리아 바이오시밀러 글로벌 임상 3상 신청 완료 = 아미코젠(092040) 관계사 로피바이오가 미국 식품의약국(FDA)에 'RBS-001'(아일리아 바이오시밀러) 임상 3상 시험계획(IND)을... ",http://www.the-stock.kr/news/articleView.html?idxno=19851,신제품출시
027410,BGF,www.fetv.co.kr,2024-03-12 10:46:00,"CU, 동화약품과 건강 음료 ‘하루 한 병’ 2종 출시","BGF리테일이 운영하는 편의점 CU에서 동화약품과 손잡고 아르기닌, 테아닌 등을 넣은 건강 드링크 ‘하루... 이나라 BGF리테일 음용식품팀 MD는 “다양한 건강 드링크에 대한 수요를 확인하고 관련 라인업을 확장하기... ",https://www.fetv.co.kr/news/article.html?no=160706,신제품출시
027410,BGF,biz.chosun.com,2024-03-12 10:12:00,"CU, 동화약품과 손잡고 건강음료 '하루 한 병' 출시","BGF리테일이 운영하는 편의점 CU가 동화약품과 손잡고 아르기닌, 테아닌 등을 넣은 건강 드링크 ‘하루 한... BGF리테일 음용식품팀 이나라 MD는 “다양한 건강 드링크에 대한 수요를 확인하고 관련 라인업을 확장하기... ",https://n.news.naver.com/mnews/article/366/0000976991?sid=101,파트너쉽
029960,코엔텍,news.heraldcorp.com,2024-03-12 11:10:00,"어펄마캐피탈, 제이엔텍 인수 추진",실제로 폐기물 매립 사업을 영위하는 코스닥 상장사 코엔텍 자료에 따르면 2020년 24만원대였던 톤당 매립단가는 지난해 21만원대까지 내려왔다. 시장 관계자는 “폐기물 매립 인허가 사업장을 고려했을 때 당분간 대형... ,https://n.news.naver.com/mnews/article/016/0002279035?sid=101,인수합병
044490,태웅,www.dailymedi.com,2024-03-12 11:24:00,"올림푸스, 태웅메디칼 인수 철회…5000억 무산",﻿﻿ 올림푸스가 추진해온 국내 의료기기 기업 태웅메디컬 인수 계회이 무산됐다. 12일 외신에 따르면 올림푸스는 지난 8일 태웅메디칼 기존 주주와 합의를 통해 인수 계약을 취소한다고 밝혔다. 태웅메디칼은 담도... ,https://www.dailymedi.com/news/news_view.php?wr_id=909397,인수합병
095700,제넥신,www.k-health.com,2024-03-13 13:36:00,"한독-제넥신-툴젠, 차세대 혁신 신약 공동연구개발 계약 체결","한독과 제넥신, 툴젠 등 3사가 차세대 혁신 신약 공동연구개발을 위한 계약을 맺었다. 한독은 13일 제넥신과 툴젠 등 3사가 차세대 혁신 신약 공동연구개발을 위한 계약을 체결했다고 밝혔다. 3사는 이번 협약을 통해 차세대... ",http://www.k-health.com/news/articleView.html?idxno=70692,신약개발
003960,사조대림,www.edaily.co.kr,2024-03-13 09:56:00,"사조대림, 간편식 치킨 신제품 2종 출시",사조대림(003960)은 에어프라이어로 간편식 치킨 ‘프라이데이 옛날통닭’과 ‘프라이데이 오븐구이치킨봉’ 등 2종을 출시한다고 13일 밝혔다. 이번 신제품은 에어프라이어 혹은 오븐으로 간편하게 조리해 즐길 수 있다.... ,https://n.news.naver.com/mnews/article/018/0005691007?sid=101,신제품출시
090360,로보스타,www.financialpost.co.kr,2024-03-12 11:26:00,"[특징주] 로보스타, LG 美 AI 자율주행 로봇기업 '베어로보틱스' 지분 인수…...",주식시장에서 로보스타 주가가 LG전자의 미국 AI(인공지능) 자율주행 로봇기업 인수 소식에 상승세를 타고 있다. 이는 LG전자가 미국 실리콘밸리 레드우드시티에 본사를 둔 인공지능(AI) 기반 자율주행 서비스로봇... ,https://www.financialpost.co.kr/news/articleView.html?idxno=202027,인수합병
039840,디오,www.kpanews.co.kr,2024-03-12 09:14:00,"디오니헬스케어, '아르기닌메가부스터' 출시","""제대로 만들었다"" 디오니헬스케어(대표 김성호)는 진유프리미엄유산균에 이어 현직약사와 현직의사의... 디오니헬스케어 관계자는 “약국을 알기에 좋은 제품을 적정한 가격에 공급 판매할 수 있게 함으로서 회사의... ",https://www.kpanews.co.kr/article/show.asp?idx=249228&category=B,신제품출시
200670,휴메딕스,www.khan.co.kr,2024-03-12 16:34:00,"휴메딕스, 국내 최초 ‘헤파린나트륨’ 원료의약품 등록∙판매승인",휴메딕스가 헤파린나트륨 국산화 사업에 박차를 가하고 있다. 휴메딕스(대표 김진환)는 식품의약품안전처로부터 원료·완제 연계심사를 거쳐 국내 최초로 헤파린나트륨 원료의약품 등록 및 판매승인을 완료했다고... ,https://n.news.naver.com/mnews/article/032/0003284082?sid=103,신약개발
200670,휴메딕스,www.wowtv.co.kr,2024-03-12 15:54:00,"휴메딕스, '헤파린나트륨' 원료의약품 등록·판매 승인",휴메딕스는 식품의약품안전처에 원료·완제 연계심사를 통해 국내 최초로 헤파린나트륨 원료의약품(DMF) 등록 및 판매승인을 완료했다고 12일 밝혔다. 휴메딕스는 우리비앤비에서 돼지장점막추출물을 공급 받아... ,https://n.news.naver.com/mnews/article/215/0001152492?sid=101,규제승인
200670,휴메딕스,www.getnews.co.kr,2024-03-12 15:12:00,"[제약소식]유한양행, 윌로겔 더블액션 12포 포장단위 출시 外 휴메딕스·일동...","◆휴메딕스, 국내 최초 '헤파린나트륨' 원료의약품 등록 승인 ㈜휴메딕스(대표 김진환)는 식품의약품안전처에 원료∙완제 연계심사를 통해 헤파린나트륨 원료의약품(DMF) 품질심사를 완료함에 따라 국산화 사업에... ",https://www.getnews.co.kr/news/articleView.html?idxno=664858,신제품출시
032620,유비케어,zdnet.co.kr,2024-03-12 16:45:00,국내·외 의료기기 한 자리서 신제품·서비스 뽐낸다,"사진=GE헬스케어 유비케어는 KIMES 2024에서 핵심 라인업을 공개할 예정이다. 대표 제품은 ‘NEW EMR’이다. 이 제품은 멀티태스킹 접수, 진료과별 맞춤 진료기능 설정, 워크플로우 최적화 등 병·의원 진료 효율... ",https://n.news.naver.com/mnews/article/092/0002324236?sid=105,신제품출시
003580,HLB글로벌,www.thebigdata.co.kr,2024-03-13 05:34:00,"HLB테라퓨틱스, 주가 급등…'리보세라닙 병용요법' FDA 신약허가 기대↑","HLB테라퓨틱스 주가가 시간외 매매에서 급등했다. 13일 한국거래소에 따르면 전일 시간외 매매에서... 리보세라닙 병용요법은 글로벌 3상을 통해 역대 최장의 환자생존기간(22.1개월)을 입증해, 간암치료 분야에서... ",http://www.thebigdata.co.kr/view.php?ud=202403130532329625cd1e7f0bdf_23,신약개발
115390,락앤락,www.news1.kr,2024-03-13 10:40:00,"""등산갈 때 간편하게""…락앤락 '슬로 2 in 1 위드 텀블러' 출시","락앤락(115390)은 야외 활동에 최적화한 '슬로 2 in 1 위드 텀블러'를 출시했다고 13일 밝혔다. '슬로 2 in 1... 락앤락 관계자는 ""나들이, 캠핑 등 야외 활동을 즐기는 사람들을 위해 개발된 기능성 제품으로 출시 전부터... ",https://n.news.naver.com/mnews/article/421/0007407649?sid=101,신제품출시
174900,앱클론,www.etoday.co.kr,2024-03-13 13:08:00,"앱클론, CAR-T 신약 경쟁사 시총 1조2000억 대비 저평가 - IBK투자증권",13일 앱클론에 대해 CAR-T(키메릭항원수용체 T세포)의 한계를 극복할 기술력을 보유하고 있다며 현재 시가총액이 저평가됐다고 판단했다. 목표주가와 투자의견은 제시하지 않았다. 앱클론은 혈액암 세포 표면에... ,https://www.etoday.co.kr/news/view/2339793,신약개발
084680,이월드,www.cstimes.com,2024-03-12 14:04:00,"로이드, 1캐럿 랩그로운 다이아몬드 주얼리 70만원대 출시",컨슈머타임스=이미현 기자 | 이랜드 그룹 주얼리 · 테마파크 계열사 이월드에서 운영하는 주얼리 브랜드 로이드(LLOYD)가 31일까지 역대 최저가 수준으로 1캐럿 랩그로운 다이아몬드를 구매할 수 있는 공식몰 단독... ,https://www.cstimes.com/news/articleView.html?idxno=582989,신제품출시
084110,휴온스글로벌,biz.newdaily.co.kr,2024-03-12 13:38:00,"휴메딕스, 혈액 응고제 '헤파린나트륨' 원료의약품 식약처 승인",뉴데일리 최영찬 기자 = 휴온스글로벌의 원료의약품 자회사 휴메딕스가 혈액 응고에 활용되는 ‘헤파린나트륨’ 원료의약품 국산화 사업에 속도를 낼 전망이다. 휴메딕스는 식품의약품안전처(식약처)가 원료·완제... ,https://biz.newdaily.co.kr/site/data/html/2024/03/12/2024031200180.html,규제승인
084110,휴온스글로벌,www.ceoscoredaily.com,2024-03-12 11:46:00,"휴온스, ‘헤파린나트륨’ 원료의약품 DMF 등록·판매승인 완료","한편, 시장조사기관 코히어런트 마켓 인사이트에 따르면 글로벌 헤파린나트륨 시장은 2017년94억달러 규모에서 오는 2026년까지 140억달러로 확대될 전망이다. [CEO스코어데일리 / / ]",https://www.ceoscoredaily.com/page/view/2024031211242395389,신약개발
084110,휴온스글로벌,www.biotimes.co.kr,2024-03-12 12:50:00,"글로벌 파트너십 확대 나서는 K-바이오, '바이오 유럽 스프링 2024'로!","HLB생명과학R&D, 휴온스랩, 에이비온 등의 바이오 기업이 유럽으로 향한다. 이들 기업은 바이오 유럽에서 AI를 적용한 신약 개발 관련 플랫폼을 중심으로 글로벌 제약사·바이오텍, 연구기관 등과 만나 서비스 계약... ",http://www.biotimes.co.kr/news/articleView.html?idxno=14245,파트너쉽
005500,삼진제약,www.hankyung.com,2024-03-13 10:05:00,"삼진제약, 펙소페나딘 성분 알레르기약 '알러진' 출시","삼진제약은 졸음, 진정작용, 입 마름 등의 부작용을 크게 줄인 알레르기 치료용 일반의약품 알러진정을 출시했다고 13일 밝혔다. 알러진정은 3세대 항히스타민제인 '펙소페나딘' 성분 치료제다. 세티리진, 로라타딘 등... ",https://n.news.naver.com/mnews/article/015/0004959231?sid=105,신제품출시
063080,컴투스홀딩스,kpenews.com,2024-03-12 15:36:00,[G-IT템+]컴투스홀딩스 컬래버레이션·스마일게이트 한글화 버전 출시·펄어비...,"<편집자 주>■ 컴투스홀딩스, ‘빛의 계승자: 이클립스’ 글로벌 업데이트..웹툰 ‘외모지상주의’ 원작 캐릭터 등장 컴투스홀딩스는 ‘빛의 계승자: 이클립스’의 글로벌 업데이트를 실시한다고 12일 밝혔다. 이번... ",http://kpenews.com/View.aspx?No=3157876,신제품출시
334970,프레스티지바이오로직스,www.pinpointnews.co.kr,2024-03-12 00:22:00,에스텍파마 주가 불기둥...폴라리스오피스그룹에 인수 호재로,한편 전 거래일  바이오시밀러(복제 바이오의약품) 관련주인  선바이오 팬젠  셀트리온제약 셀트리온헬스케어 프레스티지바이오로직스 셀루메드 녹십자 바이넥스  셀트리온 삼천당제약 팬젠 에이프로젠바이오로직스... ,https://www.pinpointnews.co.kr/news/articleView.html?idxno=251238,인수합병
000020,동화약품,biz.chosun.com,2024-03-12 10:12:00,"CU, 동화약품과 손잡고 건강음료 '하루 한 병' 출시","BGF리테일이 운영하는 편의점 CU가 동화약품과 손잡고 아르기닌, 테아닌 등을 넣은 건강 드링크 ‘하루 한 병’ 2종을 출시했다고 12일 밝혔다. 이번에 선보이는 하루 한 병 2종은 건강한 습관 만들기를 콘셉트로 한... ",https://n.news.naver.com/mnews/article/366/0000976991?sid=101,파트너쉽
000020,동화약품,www.fetv.co.kr,2024-03-12 10:46:00,"CU, 동화약품과 건강 음료 ‘하루 한 병’ 2종 출시","BGF리테일이 운영하는 편의점 CU에서 동화약품과 손잡고 아르기닌, 테아닌 등을 넣은 건강 드링크 ‘하루 한 병’ 2종을 출시했다고 12일 밝혔다. 이번에 선보이는 하루 한 병 2종은 건강한 습관 만들기를 콘셉트로 한... ",https://www.fetv.co.kr/news/article.html?no=160706,신제품출시
214680,디알텍,www.bosa.co.kr,2024-03-13 09:02:00,"디알텍, 차별화된 솔루션 지속 출시 '글로벌 진단영상 프론티어 기업'","디알텍(대표 안상현)은 디텍터 사업으로 시작해 현재는 자체 개발 생산한 디텍터를 탑재하는 시스템... ■ 의료진 안전 솔루션, 프리미엄 저선량 고성능 C-arm 'EXTRON' EXTRON(엑스트론)은  디알텍의  23년 디지털... ",http://www.bosa.co.kr/news/articleView.html?idxno=2218240,신제품출시
007460,에이프로젠,www.newsis.com,2024-03-12 16:37:00,"에이프로젠 ""허셉틴 바이오시밀러, 유럽 임상 3상 승인""",바이오 기업 에이프로젠은 유럽의약품청(EMA)으로부터 유방암 치료제 '허셉틴' 바이오시밀러 'AP063'의 임상 3상시험 계획을 승인받았다고 12일 밝혔다. 앞서 지난 2월에는 인도 중앙의약품표준국으로부터 허셉틴의... ,https://n.news.naver.com/mnews/article/003/0012422253?sid=102,규제승인
007460,에이프로젠,www.yna.co.kr,2024-03-12 14:12:00,"에이프로젠, 항암제 바이오시밀러 임상 3상 계획 유럽 승인",항체의약품 개발 기업 에이프로젠은 유럽 의약품청(EMA)으로부터 항암제 '허셉틴'의 바이오시밀러(바이오의약품 복제약)로 개발 중인 'AP063'의 임상 3상 시험 계획을 승인받았다고 12일 밝혔다. 임상 3상은 전 세계... ,https://n.news.naver.com/mnews/article/001/0014557837?sid=101,신약개발
007460,에이프로젠,www.pinpointnews.co.kr,2024-03-12 00:22:00,에스텍파마 주가 불기둥...폴라리스오피스그룹에 인수 호재로,한편 전 거래일  바이오시밀러(복제 바이오의약품) 관련주인  선바이오 팬젠  셀트리온제약 셀트리온헬스케어 프레스티지바이오로직스 셀루메드 녹십자 바이넥스  셀트리온 삼천당제약 팬젠 에이프로젠바이오로직스... ,https://www.pinpointnews.co.kr/news/articleView.html?idxno=251238,인수합병
