종목코드,종목명,언론사URL,작성일자,제목,기사부분,네이버링크,카테고리
053580,웹케시,www.smedaily.co.kr,2024-03-14 15:06:00,"로움아이티 ""세모리포트 출시 1년만에 누적 가입자 2만명 돌파""",사진/웹케시그룹 로움아이티는 세무사무소를 위한 스마트 세무 서비스 '세모리포트'가 출시 1년 만에 가입 고객 2만명을 돌파했다고 14일 밝혔다. 로움아이티는 B2B(기업 간 거래) 핀테크 전문기업 웹케시에서 2019년 독립해... ,http://www.smedaily.co.kr/news/articleView.html?idxno=284448,신제품출시
086820,바이오솔루션,biz.chosun.com,2024-03-14 17:36:00,"[바이오게시판] 동화약품, 다한증 치료제 ‘드라이언액’ 출시 등",▲차바이오그룹의 CMG제약이 가족 피부건강 솔루션 ‘차앤맘(CHA&MOM)’의 이너뷰티 제품인 ‘데일리 핏 비오틴&콜라겐 구미’ 신제품을 출시했다. ‘데일리 핏 비오틴&콜라겐 구미’는 프리미엄 비오틴과 피시콜라겐... ,https://n.news.naver.com/mnews/article/366/0000977955?sid=101,신제품출시
086820,바이오솔루션,www.etoday.co.kr,2024-03-14 14:02:00,"솔젠트, 新바이오 글로벌 마켓 선점 위한 전략적 파트너십 맺어",완전한 ‘바이오프로세스 솔루션(BPS: Bio Process Solution)’을 제공하는 전략적 파트너십 계약을 체결했다고 공동 발표했다. 이번 전략적 파트너십은 솔젠트와 셀라피바이오의 경영진이 성장인자에 대한 제품 문의가... ,https://www.etoday.co.kr/news/view/2340302,파트너쉽
082850,우리바이오,www.newsis.com,2024-03-14 11:25:00,"UXQB, 건양대 메디바이오 국제인증지원센터 공식교육기관 승인","건양대학교는 메디바이오 국제인증지원센터가 아시아 최초로 국제 사용성 및 사용자경험 자격위원회... 한다”며 “우리 센터는 글로벌 스탠다드를 기반으로 사용성 평가 및 교육을 제공하고, 더 나아가... ",https://n.news.naver.com/mnews/article/003/0012426051?sid=102,규제승인
082850,우리바이오,www.etoday.co.kr,2024-03-14 05:02:00,"곽병주 지엔티파마 대표 “26년, 신약개발 한길” [1세대 바이오기업 생존법]",다른 바이오기업이 기술이전하는 것과 달리 우리는 품목허가를 받고 제품을 직접 판매한다. 분명한 비즈니스 플랜이 있는 만큼 상장에 성공할 것”이라며 “바이오 (투자)혹한기 시기에 이정표가 되지 않을까 생각한다.... ,https://www.etoday.co.kr/news/view/2339572,신약개발
200350,래몽래인,www.gukjenews.com,2024-03-14 09:54:00,"래몽래인 주가 강세, 배우 이정재 인수소식에 '고공행진'",래몽래인 로고 래몽래인 주가가 강세다. 14일 오전 9시 45분 기준 래몽래인은 17.53%(3400원) 상승한 2만 2800원에 거래되고 있다. 배우 이정재의 유상증자 참여 소식에 주가가 상승하는 것으로 보인다. 지난 12일... ,https://www.gukjenews.com/news/articleView.html?idxno=2943537,인수합병
004080,신흥,www.greened.kr,2024-03-14 17:39:00,"삼성전자, 갤럭시 보급형 신제품으로 ""인도・동남아 신흥국 시장 공략한다""",[사진=삼성전자] 삼성전자가 신흥국 시장을 겨냥해 보급형 스마트폰 신제품을 연달아 선보이고 있다. 특히 삼성이 시장점유율 1위를 지키고 있는 인도 시장의 경우 중국 업체들과의 치열한 경쟁이 벌어지고 있는... ,https://www.greened.kr/news/articleView.html?idxno=312243,신제품출시
008040,사조동아원,www.newsis.com,2024-03-14 16:30:00,"한훈 차관 ""가루쌀 신제품 개발·판로개척 등 전방위 지원""","한훈 농림축산식품부 차관은 14일 충남 당진시에 위치한 ㈜사조동아원을 찾아 가루쌀 제분 현장을 살펴보고, 가루쌀을 원료로 사용하는 하림, 미듬영농조합법인 등 식품기업들과 가루쌀 산업 활성화를 위한 의견을 나눴다.... ",https://n.news.naver.com/mnews/article/003/0012427413?sid=101,신제품출시
216050,인크로스,www.fnnews.com,2024-03-14 17:53:00,‘수출 1위’ 쉐보레 트랙스 크로스오버 2025년형 출시,"지난해 한국 자동차 수출 1위를 기록한 쉐보레 트랙스 크로스오버의 2025년형(부분변경) 모델이 14일... 한국GM 윤명옥 최고 마케팅책임자는 ""쉐보레 트랙스 크로스오버는 국내외 시장에서 큰 성공을 거두고 있는... ",https://n.news.naver.com/mnews/article/014/0005156390?sid=103,신제품출시
072870,메가스터디,www.hankyung.com,2024-03-14 19:09:00,"[단독] 새 먹거리 찾는 메가스터디, 태영그룹 루나힐스CC 인수",▶마켓인사이트 3월 14일 오후 3시 16분 메가스터디그룹이 경기 안성시에 있는 태영그룹 운영 골프장 루나힐스안성CC를 품는다. 골프 레저사업을 새 먹거리로 낙점한 메가스터디는 본격적으로 사업장을 확장할... ,https://n.news.naver.com/mnews/article/015/0004960113?sid=101,인수합병
164060,이루다,www.newsis.com,2024-03-14 13:42:00,"이루다, 4파장 레이저 신제품 의료기기 품목허가 획득","미용의료기기 전문기업 이루다는 4개 파장의 레이저를 조사할 수 있는 다이오드 레이저 장비 신제품... 이루다는 KIMES를 통해 사용자·시장의 반응을 모니터링할 예정이다. 이루다 관계자는 ""최근 미용 레이저 의료기기... ",https://n.news.naver.com/mnews/article/003/0012426488?sid=101,신제품출시
058630,엠게임,www.mk.co.kr,2024-03-14 10:56:00,"엠게임 ‘퀸즈나이츠’, 글로벌 160여개국 출시",엠게임(대표 권이형)은 모바일 방치형 RPG ‘퀸즈나이츠’의 글로벌 버전을 출시한다고 14일 밝혔다. 이번... ‘퀸즈나이츠’는 엠게임이 자체 개발한 방치형 RPG로 지난해 8월 국내 시장에 출시된바 있다. 출시 초반 구글... ,https://n.news.naver.com/mnews/article/009/0005272108?sid=101,신제품출시
160550,NEW,www.wowtv.co.kr,2024-03-14 10:00:00,크리스챤 디올 뷰티 NEW 쟈도르 어도러블 배쓰&바디 컬렉션 출시,"NEW 쟈도르 어도러블 배쓰&바디 컬렉션은 기존 쉬머링 스크럽, 골든 쉬머링 젤, 바디 크림에 더해 새로운 3종의 바디 케어 컬렉션 NEW 샤워 젤, 바디 밀크, 그리고 핸드크림으로 데일리 뷰티 루틴을 제안한다. 피부를... ",https://n.news.naver.com/mnews/article/215/0001152817?sid=103,신제품출시
240600,유진테크놀로지,www.edaily.co.kr,2024-03-14 18:08:00,"거래소, 씨어스테크놀로지·제일엠앤에스 등 코스닥 상장예심 승인","앞서 씨어스테크놀로지·제일엠앤에스는 일반상장을, 씨피시스템은 유진기업인수목적제8호와의 합병상장을 각각 신청했다. 씨어스테크놀로지는 의료용 기기 제조업체다. 주요 제품은 심전도 검사 솔루션... ",https://n.news.naver.com/mnews/article/018/0005692390?sid=101,규제승인
303530,이노뎁,www.financialpost.co.kr,2024-03-14 10:34:00,"[특징주] 이노뎁, 오픈AI 'ai소라' 공식 출시 발표↑ㆍMS '코파일럿'겹호재에...",이노뎁의 주가가 주식시장에서 강세를 기록 중이다. 오픈AI가 개발한 인공지능 비디오 생성기 'ai 소라'가... 이노뎁은 MS의 국내 영상 관련 협력 기업으로 알려졌다. 14일 관련업계와 주식시장에 따르면 오픈AI가... ,https://www.financialpost.co.kr/news/articleView.html?idxno=202145,신제품출시
265560,영화테크,www.dt.co.kr,2024-03-14 11:32:00,"휴먼테크 전문기업 ㈜디오션, 교육용 키오스크 `2024 파파키오스크` 출시","휴먼테크기업 ㈜디오션이 2세대교육용 키오스크, '2024 파파키오스크'를 새롭게 선보인다. 2025년 초고령사회... 셀프 계산부터 은행, 패스트푸드점, 영화관, 대중교통 등 업계 최다 콘텐츠인 27종으로 구성했으며, 환경적... ",https://n.news.naver.com/mnews/article/029/0002861006?sid=101,신제품출시
417970,모델솔루션,www.dt.co.kr,2024-03-14 11:19:00,"MS, 생성형AI 기반 통합보안 솔루션 `코파일럿 포 시큐리티` 내달 출시",(대규모언어모델)과 결합해 인사이트를 제공한다. MS 보안 포트폴리오 6개 제품군 내 50개 이상의 제품 범주와 통합되는 엔드투엔드 솔루션을 제공함으로써 △보안 △규정 준수 △ID △디바이스 관리 △개인정보... ,https://n.news.naver.com/mnews/article/029/0002860998?sid=105,신제품출시
036640,HRS,www.pinpointnews.co.kr,2024-03-14 00:42:00,케이피엠테크 주가 내달리나...획기적인 신약 개발 등 '두근두근',"나노씨엠에스, HRS, 한일화학, 원익머트리얼즈, 동남합성, 동성케미컬, 경인양행, 원풍, 테이팩스, 진양폴리, 진양화학, 카프로, 원익큐브, 미원에스씨, 동방아그로, 대유, 에스폴리텍, 와이엠티, 쎄노텍, 태경케미컬... ",https://www.pinpointnews.co.kr/news/articleView.html?idxno=251793,신약개발
038070,서린바이오,www.newsis.com,2024-03-14 14:14:00,"서린바이오, '에어글' 美 FDA 510k 의료기기 승인",서린바이오는 프리미엄 공기청정기 에어글(airgle)이 미국 식품의약국(FDA)에서 의료기기 수준의 등급 510k(Class 2·시판 전 허가)승인을 받았다고 14일 밝혔다. 회사 측에 따르면 기존 FDA 의료기기 등록에 이어 이번 510k... ,https://n.news.naver.com/mnews/article/003/0012426694?sid=101,규제승인
016090,대현,www.ziksir.com,2024-03-14 13:36:00,"""출근룩부터 주말룩까지""…'주크(ZOOC) 에브리데이 라인' 출시","대현의 모던 페미닌 캐주얼 브랜드 '주크(ZOOC)'가 온라인 익스클루시브 라인으로 'ZOOC 에브리데이 라인... 또한, 주크 공식 SNS와 대현 공식 온라인 스토어 '대현인사이드'에서는 주크 에브리데이 라인 런칭을 기념해 패션... ",https://www.ziksir.com/news/articleView.html?idxno=53697,신제품출시
145210,다이나믹디자인,kbench.com,2024-03-14 11:56:00,"콕스, 세련된 디자인의 텐키리스 무접점 키보드 ‘CNK87BT PRO’ 출시 예고",콕스는 무접점 키보드 시장의 리더로서 24년 한단계 업그레이드된 다이나믹 래피드 트리거 모드와... CNK87BT PRO는 새롭게 선보이는 바디 디자인으로 고급스럽고 세련된 무드를 자아낸다. 상단의 금장 포인트와... ,https://kbench.com/?q=node/253791,신제품출시
302550,리메드,www.newspim.com,2024-03-14 16:54:00,"리메드, KIMES 2024 참여...'포터블 헬멧' 타입 '브레인스팀100' 등 신제품 소...","전자약 전문기업 리메드(대표 이근용)가 14일부터 17일까지 열리는 제 39회 국제의료기기... 이번 전시에서 리메드는 뇌 치료, 통증, 그리고 에스테틱까지 다양한 분야로 확장된 제품들을 소개한다. 새로... ",https://www.newspim.com/news/view/20240314001059,신제품출시
288980,모아데이타,www.ftoday.co.kr,2024-03-14 15:58:00,"비엘 인수 모아데이타, M&A에 주당 3492원 썼다","모아데이타가 디지털 헬스케어 사업 확장을 위해 비엘 인수(M&A)에 나선 가운데, 1주당 인수가액이 현 시가보다 크게 높아 눈길을 끌고 있다. 모아데이타는 기존 최대주주측과의 주식양수도 계약 및 추가 유상증자... ",http://www.ftoday.co.kr/news/articleView.html?idxno=317758,인수합병
042040,케이피엠테크,www.pinpointnews.co.kr,2024-03-14 00:42:00,케이피엠테크 주가 내달리나...획기적인 신약 개발 등 '두근두근',케이피엠테크 주가가 훨훨 날았다. 14일 한국거래소에 따르면 전 거래일 10.15% 올라 434원에 거래를 마감했다. 주가는 장기 횡보장세에서 벗어나 장대양봉을 그리며 60일 이동평균선을 돌파하고 있다. 획기적인 신약 개발... ,https://www.pinpointnews.co.kr/news/articleView.html?idxno=251793,신약개발
067920,이글루,www.fnnews.com,2024-03-14 09:21:00,"이글루코퍼레이션, 차세대 SIEM 솔루션 ‘SPiDER ExD’ 출시",이글루코퍼레이션은 기업 전반을 아우르는 보안 가시성을 확보하는 보안 정보 및 이벤트 탐지 분석(SIEM) 솔루션 ‘스파이더 이엑스디(SPiDER ExD)’를 출시했다고 14일 밝혔다. 이글루코퍼레이션은 SPiDER ExD 중심의... ,https://n.news.naver.com/mnews/article/014/0005155932?sid=105,신제품출시
024950,삼천리자전거,www.newsis.com,2024-03-14 14:50:00,전기·MTB·로드·키즈…삼천리자전거 신제품 라인업 공개,삼천리자전거가 전기자전거 대중화 및 스포츠 사이클링 입문 라인업 강화에 초점을 맞춘 2024년 신제품 라인업을 14일 공개했다. 올해 삼천리자전거는 차세대 친환경 이동수단으로 각광받는 전기자전거 20종을 비롯해 MTB... ,https://n.news.naver.com/mnews/article/003/0012426890?sid=101,신제품출시
294140,레몬,www.yna.co.kr,2024-03-14 07:21:00,"머스크 X, CNN 전 앵커 돈 레몬과 돌연 '파트너십' 취소","김태종 특파원 = 일론 머스크의 소셜미디어(SNS) 엑스(X·옛 트위터)가 CNN 앵커 출신의 돈 레몬과 파트너십을 돌연 취소했다. 레몬은 13일(현지시간) ""오는 18일 첫 번째 에피소드로 방송될 '돈 레몬 쇼' 인터뷰를 진행한 지... ",https://n.news.naver.com/mnews/article/001/0014561808?sid=104,파트너쉽
294140,레몬,www.ilovepc.co.kr,2024-03-14 11:34:00,"몬스타기어, 블루레몬 리니어 키보드 스위치 출시","커스텀 키보드 및 수랭 PC 벤처강소기업 몬스타 주식회사(대표: 이승재)의 커스텀 전문 브랜드, 몬스타기어에서 '블루레몬' 리니어 키보드 스위치를 판매 개시했다고 밝혔다. '블루레몬' 리니어 키보드스위치는... ",http://www.ilovepc.co.kr/news/articleView.html?idxno=49290,신제품출시
294140,레몬,www.biotimes.co.kr,2024-03-14 10:26:00,"레몬헬스케어, '실손보험 자동 청구 서비스' 상급·종합병원 80여 곳으로 확대","실손보험 자동 청구 관련 핀테크를 이끌어 온 레몬헬스케어(대표 홍병진)는 현재 '실손보험 자동 청구... 또한 레몬헬스케어는 실손 청구 앱 '청구의신'의 제휴병원을 지속해서 확대해, 실손보험 미청구 제로(Zero)화... ",http://www.biotimes.co.kr/news/articleView.html?idxno=14286,규제승인
067170,오텍,news.bizwatch.co.kr,2024-03-14 07:00:00,"AI 신약개발, 후보물질 발굴서 임상까지","이밖에 AI로 개발한 글로벌 신약 후보물질로는 리커전 파마슈티컬스의 'REC-4881', 아큐타 바이오텍의 'AC-0676' 등이 있다. 미국 식품의약국(FDA)에 따르면 지난 7년(2016~2022년)간 임상시험을 신청한 약물 중 AI 기술이 접목된... ",https://n.news.naver.com/mnews/article/648/0000024001?sid=101,신약개발
010640,진양폴리,www.pinpointnews.co.kr,2024-03-14 00:42:00,케이피엠테크 주가 내달리나...획기적인 신약 개발 등 '두근두근',"테이팩스, 진양폴리, 진양화학, 카프로, 원익큐브, 미원에스씨, 동방아그로, 대유, 에스폴리텍, 와이엠티, 쎄노텍, 태경케미컬, 인바이오, 삼영무역, 성보화학, 레몬, 미원화학, 와이오엠, 오공, 영보화학, 이화산업... ",https://www.pinpointnews.co.kr/news/articleView.html?idxno=251793,신약개발
123840,한일진공,www.fnnews.com,2024-03-14 08:39:00,"한일진공 ""합병 완료로 관리종목 탈피 확신, 합병전 일시 지정""","한일진공은 14일 “관리종목 지정은 합병 전 재무제표 기준이며 지난 8일 합병 등기 완료로 올해는 관리종목 지정사유를 충분히 해소할 것으로 확신한다”고 입장을 밝혔다. 회사는 ""이번 내부 결산시점 관리종목 및... ",https://n.news.naver.com/mnews/article/014/0005155887?sid=101,인수합병
222420,쎄노텍,www.pinpointnews.co.kr,2024-03-14 00:42:00,케이피엠테크 주가 내달리나...획기적인 신약 개발 등 '두근두근',"와이엠티, 쎄노텍, 태경케미컬, 인바이오, 삼영무역, 성보화학, 레몬, 미원화학, 와이오엠, 오공, 영보화학, 이화산업, 나노캠텍, KPX케미칼, 웹스, 엔피케이, 대한화섬, 스타플렉스, WISCOM, 케이디켐 등은 대부분 크게 출렁... ",https://www.pinpointnews.co.kr/news/articleView.html?idxno=251793,신약개발
053590,한국테크놀로지,www.edaily.co.kr,2024-03-14 18:08:00,"거래소, 씨어스테크놀로지·제일엠앤에스 등 코스닥 상장예심 승인",한국거래소 코스닥시장본부는 코스닥시장 상장위원회 심의·의결을 거쳐 씨어스테크놀로지·제일엠앤에스·씨피시스템의 상장예비심사를 승인했다고 19일 밝혔다. 앞서 씨어스테크놀로지·제일엠앤에스는... ,https://n.news.naver.com/mnews/article/018/0005692390?sid=101,규제승인
007530,와이엠,www.kihoilbo.co.kr,2024-03-14 13:52:00,"이제끄 '3단 워싱 밀대걸레' 출시, 자동 세척 및 탈수 가능","기호일보 - 아침을 여는 신문, KIHOILBO 와이엠지가 자동 세척과 탈수가 가능한 이제끄 '3중 워싱 밀대걸레'를... (주)와이엠지는 ""우리의 일상 속 사소한 불편도 그저 넘기는 것이 아닌 생각하고 나아가는 방향으로 계속해서... ",http://www.kihoilbo.co.kr/news/articleView.html?idxno=1077860,신제품출시
129890,앱코,kbench.com,2024-03-14 11:56:00,"콕스, 세련된 디자인의 텐키리스 무접점 키보드 ‘CNK87BT PRO’ 출시 예고","삶의 새로운 패러다임, “뉴 라이프 플랫폼”을 만들어가는 주식회사 앱코(대표이사 : 오광근)의 게이밍 브랜드 콕스가 COX CNK87BT PRO LL 블루투스 유무선 무접점 키보드(이하 CNK87BT PRO)의 출시 소식을 전했다.... ",https://kbench.com/?q=node/253791,신제품출시
042940,상지카일룸,www.newswell.co.kr,2024-03-14 15:40:00,"'혁신 신약 개발 3각 맞손' 툴젠, 판타지오·아이오케이·피피아이·상지카일...","/자료=네이버 증권정보 이날 판타지오(032800)와 아이오케이(078860), 피피아이(062970), 상지카일룸(042940)도 각각 상한가인 358, 4015, 1991, 475원에 장을 마감했다. 오늘 양 주식시장은 희비가 갈렸다. 코스피지수는 25.19p... ",http://www.newswell.co.kr/news/articleView.html?idxno=9540,신약개발
406820,뷰티스킨,daily.hankooki.com,2024-03-14 14:24:00,"""클린뷰티 지향"" LG생활건강, '비욘드 땡스에디션' 5종 출시",사진= LG생활건강 제공  LG생활건강은 스킨 릴리프 뷰티 브랜드 비욘드에서 비동물성 원료를 사용하고 한국비건인증원에서 비건 인증을 획득한 '땡스에디션(Thanks Edition)' 5종을 출시했다고 14일 밝혔다. 동물을 사랑하고... ,https://daily.hankooki.com/news/articleView.html?idxno=1062205,신제품출시
051630,진양화학,www.pinpointnews.co.kr,2024-03-14 00:42:00,케이피엠테크 주가 내달리나...획기적인 신약 개발 등 '두근두근',"진양폴리, 진양화학, 카프로, 원익큐브, 미원에스씨, 동방아그로, 대유, 에스폴리텍, 와이엠티, 쎄노텍, 태경케미컬, 인바이오, 삼영무역, 성보화학, 레몬, 미원화학, 와이오엠, 오공, 영보화학, 이화산업, 나노캠텍... ",https://www.pinpointnews.co.kr/news/articleView.html?idxno=251793,신약개발
131220,대한과학,www.news1.kr,2024-03-14 16:56:00,뇌과학자 이진형 “간질 진단·치료법까지…뇌질환 AI 플랫폼 연내 출시”,우선 간질 진단에 대한 솔루션 ‘뉴로매치’를 올해 여름에 상용화할 방침입니다.” 이진형 스탠퍼드... 서울과학고와 서울대 전자공학과를 졸업하고 미국 스탠퍼드대에서 전자공학으로 석사와 박사학위를 받았다.... ,https://n.news.naver.com/mnews/article/421/0007412216?sid=103,신제품출시
184230,SGA솔루션즈,www.venturesquare.net,2024-03-14 11:00:00,"펀블·SGA솔루션즈, 올인원 STO 플랫폼 ‘스플릿’ 출시",토큰 증권 발행 및 거래 서비스를 운영하는 펀블(대표 조찬식)과 통합 IT보안 전문기업 SGA솔루션즈(대표 최영철)는 지난 13일 서울 여의도에서 ‘펀블 토큰증권(STO) 사업 전략 간담회’를 개최했다. 펀블과... ,https://www.venturesquare.net/917134,신제품출시
032800,판타지오,www.newswell.co.kr,2024-03-14 15:40:00,"'혁신 신약 개발 3각 맞손' 툴젠, 판타지오·아이오케이·피피아이·상지카일...","/자료=네이버 증권정보 이날 판타지오(032800)와 아이오케이(078860), 피피아이(062970), 상지카일룸(042940)도 각각 상한가인 358, 4015, 1991, 475원에 장을 마감했다. 오늘 양 주식시장은 희비가 갈렸다. 코스피지수는 25.19p... ",http://www.newswell.co.kr/news/articleView.html?idxno=9540,신약개발
032750,삼진,www.sedaily.com,2024-03-14 10:25:00,"삼진어묵 신제품, 쿠캣과 협업해 판매 본격화…준비 물량 완판","브랜드 삼진어묵은 ‘쿠캣’을 통해 판매를 본격화한 신제품 ‘꼬치어묵탕 씨푸드 파티팩’의 물량 완판을 기록했다고 14일 밝혔다. ‘쿠캣’은 푸드 커머스 기업으로, 신상품 선판매 서비스를 운영하고 있다. 삼진어... ",https://n.news.naver.com/mnews/article/011/0004313007?sid=102,파트너쉽
032750,삼진,www.pennmike.com,2024-03-14 16:50:00,"삼진어묵 신제품 '꼬치어묵탕 씨푸드 파티팩', 쿠캣신공 ""완판""",삼진어묵은 신제품 '꼬치어묵탕 씨푸드 파티팩'이 '쿠캣'을 통한 판매를 본격화하며 준비된 물량 완판을... 삼진어묵은 쿠캣신공과 협업을 진행해 지난 13일 오후 7시 30분부터 신제품 '꼬치어묵탕 씨푸드 파티팩'을 한정... ,http://www.pennmike.com/news/articleView.html?idxno=77930,신제품출시
024070,WISCOM,www.pinpointnews.co.kr,2024-03-14 00:42:00,케이피엠테크 주가 내달리나...획기적인 신약 개발 등 '두근두근',"쎄노텍, 태경케미컬, 인바이오, 삼영무역, 성보화학, 레몬, 미원화학, 와이오엠, 오공, 영보화학, 이화산업, 나노캠텍, KPX케미칼, 웹스, 엔피케이, 대한화섬, 스타플렉스, WISCOM, 케이디켐 등은 대부분 크게 출렁 거렸다.",https://www.pinpointnews.co.kr/news/articleView.html?idxno=251793,신약개발
065170,비엘팜텍,www.ftoday.co.kr,2024-03-14 15:58:00,"비엘 인수 모아데이타, M&A에 주당 3492원 썼다",비엘팜텍의 지분 청산에도 나섰다. 사실상 모아데이타와의 사업 시너지에 최적화된 형태로 비엘을 구조조정하는 모양새다. 모아데이타가 비엘 최대주주 측과의 주식양수도계약을 공시한 날(12일) 비엘은 비엘팜텍... ,http://www.ftoday.co.kr/news/articleView.html?idxno=317758,인수합병
049470,SGA,www.venturesquare.net,2024-03-14 11:00:00,"펀블·SGA솔루션즈, 올인원 STO 플랫폼 ‘스플릿’ 출시",토큰 증권 발행 및 거래 서비스를 운영하는 펀블(대표 조찬식)과 통합 IT보안 전문기업 SGA솔루션즈(대표 최영철)는 지난 13일 서울 여의도에서 ‘펀블 토큰증권(STO) 사업 전략 간담회’를 개최했다. 펀블과 SGA솔루션즈... ,https://www.venturesquare.net/917134,신제품출시
032280,삼일,www.bloter.net,2024-03-14 09:58:00,"[넘버스 M&A 포럼] 박대준 삼일PwC 딜 부문 대표 ""올해 M&A 시장 점진적 회복...","박대준 삼일회계법인 딜 부문 대표는 지난 13일 오후 <블로터>와 <넘버스> 공동주최로 진행한 '2024 넘버스 M&A 포럼'에서 ""인플레이션, 고금리, 지정학적 갈등이 지속되고 있지만 경제주체들의 적응력이 높아졌고, 위험에... ",https://n.news.naver.com/mnews/article/293/0000052541?sid=101,인수합병
159910,스킨앤스킨,www.etoday.co.kr,2024-03-14 09:40:00,"스와니코코, 봄철 필수템 ‘시카 앤 티트리 카밍 토너 패드’ 출시",이투데이=조남호 기자 | 스킨케어 브랜드 스와니코코는 시카와 티트리 성분을 담은 ‘시카 앤 티트리 카밍 토너 패드’를 출시했다고 14일 밝혔다. 회사 측은 이번 신제품이 주력 제품 중 하나인 ‘올 데이 케어 시카 앤... ,https://www.etoday.co.kr/news/view/2340134,신제품출시
065770,CS,www.aitimes.com,2024-03-14 18:02:00,"세레브라스, 'H100' GPU 62개급 AI 칩 출시...""세계에서 가장 빠른 AI 프로세...","WSE-3는 최대 24조개의 매개변수로 AI 모델을 훈련하는 데 사용할 수 있는 세레브라스의 'CS-3' 슈퍼컴퓨터를 구동한다. CS-3 슈퍼컴퓨터는 1.5TB, 12TB 또는 1.2PB의 외장 메모리를 지원할 수 있다. 따라서 파티션이나... ",https://www.aitimes.com/news/articleView.html?idxno=157968,신제품출시
078860,아이오케이,www.newswell.co.kr,2024-03-14 15:40:00,"'혁신 신약 개발 3각 맞손' 툴젠, 판타지오·아이오케이·피피아이·상지카일...","/자료=네이버 증권정보 이날 판타지오(032800)와 아이오케이(078860), 피피아이(062970), 상지카일룸(042940)도 각각 상한가인 358, 4015, 1991, 475원에 장을 마감했다. 오늘 양 주식시장은 희비가 갈렸다. 코스피지수는 25.19p... ",http://www.newswell.co.kr/news/articleView.html?idxno=9540,신약개발
078860,아이오케이,www.hg-times.com,2024-03-14 13:46:00,"구혜선, 작가로 작품 담은 모바일 컬렉션 출시...수익금 일부 기부","14일 소속사 아이오케이컴퍼니는 ""구혜선이 팬덤 IP 플랫폼 페스티버와 협업한 모바일 컬렉션 'Time is mine'을 오는 15일 출시한다""고 밝혔다. 이어 ""이번 페스티버와의 협업을 통해 출시하는 모바일 컬렉션은 구혜선... ",http://www.hg-times.com/news/articleView.html?idxno=259588,신제품출시
062970,피피아이,www.newswell.co.kr,2024-03-14 15:40:00,"'혁신 신약 개발 3각 맞손' 툴젠, 판타지오·아이오케이·피피아이·상지카일...","/자료=네이버 증권정보 이날 판타지오(032800)와 아이오케이(078860), 피피아이(062970), 상지카일룸(042940)도 각각 상한가인 358, 4015, 1991, 475원에 장을 마감했다. 오늘 양 주식시장은 희비가 갈렸다. 코스피지수는 25.19p... ",http://www.newswell.co.kr/news/articleView.html?idxno=9540,신약개발
